"uri"|"id"|"source"|"lon"|"lat"|"the_geom"|"length_m"|"area_m2"|"category"|"generic_category"|"name"|"description"|"phone"|"fax"|"email"|"homepage"|"street"|"street_num"|"postCode"|"locality"|"country"|"open_hours"|"wikipedia"|"image"|"confScore"|"attrGain"
"http://slipo.eu/id/poi/f6cff505-4519-3957-8854-c5501950b825"|"W554529423"|"OpenStreetMap"|"19.927324136865227"|"39.60995640098382"|"SRID=4326;MULTIPOLYGON (((19.9272621 39.6099793, 19.9273882 39.6099772, 19.9273909 39.6099359, 19.9272595 39.6099338, 19.9272621 39.6099793)))"|"31.75699098470931"|"53.24635717378802"|"BAR"|"EAT/DRINK"|"Pool Bar"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/fb3e3272-314c-39b0-9257-65b0fbea9d1f"|"N1993281238"|"OpenStreetMap"|"19.8242625"|"39.6958613"|"SRID=4326;POINT (19.8242625 39.6958613)"|""|""|"SUPERMARKET"|"SHOP"|"Zaharias"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/0ad0c120-56a9-38cd-a657-66a886dc73a1"|"N1983913581"|"OpenStreetMap"|"19.8429362"|"39.6874175"|"SRID=4326;POINT (19.8429362 39.6874175)"|""|""|"CAFE"|"EAT/DRINK"|"Mouratoros"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/714a015c-47b6-3fcd-9d79-af52ba9c7abe"|"4161"|"GET"|"19.91712491655247"|"39.62036040816285"|"SRID=4326;MULTIPOINT ((19.91712491655247 39.62036040816285))"|""|""|"Super Market"|"SHOP"|"Dimitra - Markato; Δήμητρα - Μαρκάτο"|""|"2661022682"|""|""|"http://www.dimitramarkets.gr"|"Μητοπολίτου Μεθοδίου 9 & Λίνου Κογεβίνα"|""|""|""|""|""|""|""|""|""
"http://slipo.eu/id/poi/5214fd51-0d24-3373-9d88-bd2d10f7fda6"|"N1772947158"|"OpenStreetMap"|"19.8030827"|"39.6314781"|"SRID=4326;POINT (19.8030827 39.6314781)"|""|""|"VILLAGE"|"SETTLEMENTS"|"Κουραμαδίτικα"|""|""|""|""|""|""|""|"49100"|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/4786f4c0-1c81-3dbb-9487-c5f587399064"|"N1872478399"|"OpenStreetMap"|"19.6755133"|"39.7213211"|"SRID=4326;POINT (19.6755133 39.7213211)"|""|""|"HOTEL"|"ACCOMMODATION"|"Villa Akis"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/a4959fce-8bfc-3926-b4b0-216915d397ba"|"N4359125189"|"OpenStreetMap"|"19.8492172"|"39.6707623"|"SRID=4326;POINT (19.8492172 39.6707623)"|""|""|"BAR"|"EAT/DRINK"|"toucan beach bar"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/9997b631-8470-32b8-a388-136c2447625d"|"N1363984223"|"OpenStreetMap"|"19.8764423"|"39.6343089"|"SRID=4326;POINT (19.8764423 39.6343089)"|""|""|"VILLAGE"|"SETTLEMENTS"|"Αλυκές Ποταμού"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/5be561ff-834f-3185-a588-42bad9abf947"|"2321"|"GET"|"19.924433742666356"|"39.62697572999521"|"SRID=4326;MULTIPOINT ((19.924433742666356 39.62697572999521))"|""|""|"Culture – Entertainment"|"TOURISM"|"Εταιρεία Κερκυραϊκών Σπουδών; CORFU STUDIES SOCIETY"|""|"2661033060"|"0"|""|""|"Αρσενίου"|"1"|"49100"|""|""|""|""|""|""|""
"http://slipo.eu/id/poi/df07a46d-a1a7-34f0-b9fc-755ea4afa8fa"|"N3089722289"|"OpenStreetMap"|"19.8953295"|"39.6063914"|"SRID=4326;POINT (19.8953295 39.6063914)"|""|""|"SUPERMARKET"|"SHOP"|"Σκλαβενίτης"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/ae22e726-8853-37d6-a5cb-3e3ec35bcfa0"|"N534608000"|"OpenStreetMap"|"19.8657776"|"39.8088564"|"SRID=4326;POINT (19.8657776 39.8088564)"|""|""|"RESTAURANT"|"EAT/DRINK"|"Karbouris Taverna"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/92814859-8606-3827-a54f-6e72125f6e76"|"4120"|"GET"|"19.85399387166373"|"39.644280479322234"|"SRID=4326;MULTIPOINT ((19.85399387166373 39.644280479322234))"|""|""|"Super Market"|"SHOP"|"ΑΒ Βασιλόπουλος; AB Vasilopoulos"|""|"0"|""|""|""|"6Οχιλ.Εο Κ.Παλ/Τσας Κοντοκαλι"|""|"49100"|""|""|""|""|""|""|""
"http://slipo.eu/id/poi/7902fc9e-8651-3a96-8399-f71f3f45c0a4"|"N1987964556"|"OpenStreetMap"|"19.8508671"|"39.6447193"|"SRID=4326;POINT (19.8508671 39.6447193)"|""|""|"BUSSTOP"|"TRANSPORT"|"Kontokali"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/3aba6fcf-cf78-390f-abea-0a19f6bc75f5"|"N1771624496"|"OpenStreetMap"|"19.9497513"|"39.4674824"|"SRID=4326;POINT (19.9497513 39.4674824)"|""|""|"HAMLET"|"SETTLEMENTS"|"Ψαράς"|""|""|""|""|""|""|""|"49080"|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/24defd88-04bb-3ec9-9ccb-5d4f98430e6f"|"N5557718143"|"OpenStreetMap"|"19.8657414"|"39.8154109"|"SRID=4326;POINT (19.8657414 39.8154109)"|""|""|"BAR"|"EAT/DRINK"|"Pyramid City Bar"|""|""|""|""|""|"Agios Spyridon, Perithia"|""|"49081"|"Corfu"|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/d21e8afd-2cb2-3b75-877e-cfc414c525c8"|"N1090899147"|"OpenStreetMap"|"20.0789557"|"39.420952"|"SRID=4326;POINT (20.0789557 39.420952)"|""|""|"COPYSHOP"|"SHOP"|"Ψίκος"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/54a1886a-3adf-3af7-9daf-9317e2e0c024"|"W290028100"|"OpenStreetMap"|"19.886778900000003"|"39.44764685"|"SRID=4326;MULTIPOLYGON (((19.886859 39.4476578, 19.8867945 39.4475852, 19.8866988 39.4476359, 19.8867633 39.4477085, 19.886859 39.4476578)))"|"39.51786894772666"|"97.59420007492906"|"BAR"|"EAT/DRINK"|"Tayo Beach Bar"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/860b1746-eee4-3237-9212-a05625bb6eef"|"N1421062502"|"OpenStreetMap"|"19.875971"|"39.4523548"|"SRID=4326;POINT (19.875971 39.4523548)"|""|""|"BAR"|"EAT/DRINK"|"Simos"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/c517ddf7-0a6d-329b-b615-c7488597f12d"|"W345780778"|"OpenStreetMap"|"19.92467914825404"|"39.625818569112084"|"SRID=4326;MULTIPOLYGON (((19.9243986 39.6261162, 19.924263 39.6261413, 19.9240902 39.6255876, 19.9241935 39.6255684, 19.9242192 39.6256508, 19.9242267 39.6256685, 19.9242592 39.625691, 19.9242786 39.6257013, 19.9243146 39.6257091, 19.924348 39.6257039, 19.9243913 39.625698, 19.9244152 39.6256933, 19.9246188 39.625656, 19.9247533 39.6256324, 19.9249367 39.6256003, 19.9249944 39.6255903, 19.9250796 39.6255717, 19.9251057 39.625545, 19.9251152 39.6255237, 19.9251076 39.6254896, 19.9250839 39.6254112, 19.9251928 39.6253907, 19.9252666 39.6256275, 19.9249768 39.6256811, 19.9250984 39.6260712, 19.9249663 39.6260956, 19.9249448 39.6260996, 19.924895 39.6259398, 19.9246906 39.6259776, 19.9247405 39.6261376, 19.924573 39.6261686, 19.924449 39.625771, 19.9243586 39.625787, 19.9242995 39.6257987, 19.9243986 39.6261162)))"|"475.68469180824394"|"3456.923466864623"|"MUSEUM"|"TOURISM"|"Μουσείο Ασιατικής Τέχνης"|""|"+30 26610 30443"|""|""|""|"Παλαιά Ανάκτορα"|""|"49100"|"Κέρκυρα"|""|""|"en.wikipedia.org/wiki/Museum of Asian Art of Corfu"|"https://upload.wikimedia.org/wikipedia/commons/0/0f/Palaia_Anaktora_in_Kerkyra._%28cropped%29.jpg"|""|"1.0"
"http://slipo.eu/id/poi/e1d70623-e076-3334-b363-dd5ada34f8ed"|"N1363983493"|"OpenStreetMap"|"19.8952865"|"39.6167918"|"SRID=4326;POINT (19.8952865 39.6167918)"|""|""|"VILLAGE"|"SETTLEMENTS"|"Αλεπού"|""|""|""|""|""|""|""|"49100"|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/1b0b1229-742f-307c-bf93-e5b5a5ac8c2d"|"N1773904463"|"OpenStreetMap"|"19.6618451"|"39.7770234"|"SRID=4326;POINT (19.6618451 39.7770234)"|""|""|"VILLAGE"|"SETTLEMENTS"|"Αυλιώτες"|""|""|""|""|""|""|""|"49081"|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/89b07ae2-5da7-303c-9731-b9f65b4bbc79"|"N252947525"|"OpenStreetMap"|"19.8193811"|"39.7930721"|"SRID=4326;POINT (19.8193811 39.7930721)"|""|""|"VILLAGE"|"SETTLEMENTS"|"Αχαράβη"|""|""|""|""|""|""|""|"49100"|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/3ea7bc11-a931-3f2f-a6ea-171cf5e64878"|"N4461111298"|"OpenStreetMap"|"19.3865655"|"39.8558623"|"SRID=4326;POINT (19.3865655 39.8558623)"|""|""|"CHRISTIAN"|"RELIGIOUS"|"Παναγία"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/55efbb9a-9781-3672-96b2-13741dbc1967"|"2370"|"GET"|"19.85291539200684"|"39.49972473702176"|"SRID=4326;MULTIPOINT ((19.85291539200684 39.49972473702176))"|""|""|"Tourism"|"TOURISM"|"SKALA BEACH; Παραλία Σκάλα"|""|"0"|""|""|""|""|""|""|""|""|""|""|""|""|""
"http://slipo.eu/id/poi/f43118e1-bf35-3403-aa8d-7d5a119af75f"|"W129367008"|"OpenStreetMap"|"19.72455191738955"|"39.66623194128871"|"SRID=4326;MULTIPOLYGON (((19.7243938 39.666176, 19.7244745 39.6661544, 19.7244893 39.6661561, 19.7245495 39.6661627, 19.7246676 39.6662618, 19.7246534 39.6663448, 19.7244065 39.6661863, 19.7243938 39.666176)))"|"67.18795271113854"|"208.3466892764882"|"BEACH"|"NATURAL ATTRACTION"|"Part"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/cd0f657d-676c-3e80-8036-fbc0fe258632"|"N4408677858"|"OpenStreetMap"|"19.6491545"|"39.742561"|"SRID=4326;POINT (19.6491545 39.742561)"|""|""|"RESTAURANT"|"EAT/DRINK"|"Horizon"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/bb80c2b3-6127-3f46-953a-e504ee1b0096"|"2469"|"GET"|"19.89825850162841"|"39.62360890418411"|"SRID=4326;MULTIPOINT ((19.89825850162841 39.62360890418411))"|""|""|"Food"|"EAT/DRINK"|"Tonis Grill; Tonis Grill"|""|"2661048292"|""|""|""|"Κέρκυρας-Παλαιοκαστρίτσας"|"31"|""|""|""|""|""|""|""|""
"http://slipo.eu/id/poi/af2d9bf9-d40e-3637-8d37-77160292f1b8"|"1597"|"GET"|"19.88262486958347"|"39.63165690021305"|"SRID=4326;MULTIPOINT ((19.88262486958347 39.63165690021305))"|""|""|"Public Services"|"PUBLIC SERVICE"|"TOURISM ADMINISTRATION OF CORFU; Διεύθυνση Τουρισμού Κέρκυρας"|""|"0"|""|""|""|""|""|""|""|""|""|""|""|""|""
"http://slipo.eu/id/poi/6221ee4a-fdac-3152-8e39-f3cb09d22533"|"W345329533"|"OpenStreetMap"|"19.92517286131931"|"39.60532186648018"|"SRID=4326;MULTIPOLYGON (((19.9227156 39.6040784, 19.9228022 39.6044283, 19.9228931 39.6046758, 19.9229261 39.6048713, 19.9229138 39.6050648, 19.9229213 39.6052245, 19.9231044 39.6054253, 19.9232963 39.605525, 19.923604 39.6056717, 19.9237328 39.6057232, 19.9238019 39.6059418, 19.9236557 39.6061305, 19.9235207 39.6064572, 19.9232949 39.6068384, 19.9230197 39.6071251, 19.9226866 39.6075301, 19.9230086 39.607753, 19.9236408 39.6083416, 19.9252787 39.6086051, 19.9258432 39.6088665, 19.9260398 39.609281, 19.9261596 39.6093209, 19.9263646 39.609343, 19.9267472 39.6093353, 19.9269484 39.6092859, 19.9265907 39.608604, 19.9265313 39.6084014, 19.926505 39.6082112, 19.9265359 39.6080935, 19.9266098 39.6079493, 19.9267098 39.6078185, 19.9267168 39.607727, 19.9267534 39.6076474, 19.9267594 39.6075584, 19.9268033 39.6074751, 19.9268768 39.6074183, 19.9269495 39.6073781, 19.9270211 39.607333, 19.9270608 39.6072836, 19.9270061 39.6071995, 19.9269012 39.6070562, 19.9267712 39.6066854, 19.926753 39.6065087, 19.926804 39.605928, 19.9267584 39.6057027, 19.9266237 39.6053842, 19.9265787 39.6052874, 19.926576 39.6051985, 19.9266242 39.6051427, 19.9266028 39.6050663, 19.926731 39.6049296, 19.9267476 39.6045186, 19.9269384 39.6043401, 19.9270182 39.6042619, 19.9271338 39.6041481, 19.927264 39.6040218, 19.9273519 39.603932, 19.9273955 39.6038875, 19.9275117 39.6037552, 19.9275787 39.6036631, 19.9275989 39.6035763, 19.9275734 39.6035203, 19.9274515 39.6034559, 19.92734 39.6034248, 19.9272263 39.6034044, 19.9270853 39.6033858, 19.9269247 39.603348, 19.9267656 39.6032999, 19.9266472 39.6032627, 19.9265354 39.6032184, 19.9263958 39.6031461, 19.9262997 39.603075, 19.9262748 39.6030209, 19.9262716 39.6029537, 19.9262851 39.6028852, 19.926302 39.6028093, 19.9263103 39.6027304, 19.926305 39.6026575, 19.9262807 39.6025957, 19.9262488 39.6025127, 19.9262343 39.6024315, 19.9262375 39.6023513, 19.9262598 39.6022756, 19.9262894 39.6022131, 19.9263362 39.6021456, 19.9263869 39.6020708, 19.9264446 39.602023, 19.9265241 39.6019827, 19.9266113 39.6019472, 19.92672 39.6018922, 19.9267422 39.6018615, 19.9267286 39.6018193, 19.9267106 39.6017784, 19.9266303 39.6016752, 19.9265755 39.6016159, 19.9265233 39.601531, 19.9264922 39.601448, 19.9264888 39.6013473, 19.9264975 39.6012747, 19.9265205 39.6011772, 19.9256182 39.6009599, 19.9251288 39.6013068, 19.9248235 39.6015233, 19.9248128 39.6018397, 19.9247157 39.6020133, 19.9244343 39.6023999, 19.9240175 39.6029674, 19.9239394 39.6030941, 19.9238952 39.6032063, 19.9238566 39.6033964, 19.9239303 39.6037775, 19.9235561 39.6040129, 19.9232154 39.604096, 19.9229908 39.6041146, 19.9227156 39.6040784)))"|"2514.399195709402"|"224155.59146935318"|"GRASS"|"LANDUSE"|"Mon Repos"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/e0ccd583-e677-36e9-90f0-a62b4501a7e0"|"N1983921507"|"OpenStreetMap"|"19.8301267"|"39.6889047"|"SRID=4326;POINT (19.8301267 39.6889047)"|""|""|"RESTAURANT"|"EAT/DRINK"|"Taverna Limeri"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/6b1b4bef-29a9-3974-a6c6-f391ed3832a9"|"N5112419927"|"OpenStreetMap"|"19.9347117"|"39.4752203"|"SRID=4326;POINT (19.9347117 39.4752203)"|""|""|"RESTAURANT"|"EAT/DRINK"|"Romeo"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/a48323d0-33dd-34b4-b72f-c728bdaf501e"|"N2923920970"|"OpenStreetMap"|"19.8173627"|"39.7919585"|"SRID=4326;POINT (19.8173627 39.7919585)"|""|""|"GREENGROCER"|"SHOP"|"Tutti frutti"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/77470763-d2a7-37fd-969e-93e1b4268b99"|"2573"|"GET"|"19.644240929887747"|"39.75656288296494"|"SRID=4326;MULTIPOINT ((19.644240929887747 39.75656288296494))"|""|""|"Accommodation"|"ACCOMMODATION"|"Vicky's Apartments; Vicky's Apartments"|""|"0"|""|""|""|""|""|""|""|""|""|""|""|""|""
"http://slipo.eu/id/poi/72ecb32b-a73d-3d33-9cf5-82dbdc7e940c"|"N1424565169"|"OpenStreetMap"|"19.9450749"|"39.4308491"|"SRID=4326;POINT (19.9450749 39.4308491)"|""|""|"HOTEL"|"ACCOMMODATION"|"Pension Dionysos"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/68dd09ff-ad9e-3b65-b9aa-3a168e07f91d"|"N859337970"|"OpenStreetMap"|"19.665897"|"39.7226842"|"SRID=4326;POINT (19.665897 39.7226842)"|""|""|"RESTAURANT"|"EAT/DRINK"|"Tavern Golden Moon"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/a7c9c101-c787-3a27-9c1e-51bcb6d1f5e9"|"N4931154644"|"OpenStreetMap"|"19.9044072"|"39.563712"|"SRID=4326;POINT (19.9044072 39.563712)"|""|""|"MONUMENT"|"TOURISM"|"Statue Of Achilles"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/d67fbc0d-aa9d-3e5a-8c64-a3acdd0c479a"|"N2925167733"|"OpenStreetMap"|"19.818061"|"39.793507"|"SRID=4326;POINT (19.818061 39.793507)"|""|""|"FASTFOOD"|"EAT/DRINK"|"Pitta house"|""|""|""|""|""|""|""|""|"Acharavi"|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/1d03ea46-a0f3-3f7b-9570-6472023f191b"|"4159"|"GET"|"20.04513577188857"|"39.42224787853934"|"SRID=4326;MULTIPOINT ((20.04513577188857 39.42224787853934))"|""|""|"Super Market"|"SHOP"|"Dimitra - Markato; Δήμητρα - Μαρκάτο"|""|"2662025212"|""|""|"http://www.dimitramarkets.gr"|"Λευκίμμη"|""|"49080"|""|""|""|""|""|""|""
"http://slipo.eu/id/poi/643b3324-71a1-3ff4-bd6f-142db1a01204"|"2195"|"GET"|"19.726112443267684"|"39.71877703282827"|"SRID=4326;MULTIPOINT ((19.726112443267684 39.71877703282827))"|""|""|"Education"|"EDUCATION"|"HIGH SCHOOL OF AGROS; Λύκειο Αγρού"|""|"0"|""|""|""|""|""|""|""|""|""|""|""|""|""
"http://slipo.eu/id/poi/158c2664-b854-361b-8597-d333835dc1f0"|"N1917127032"|"OpenStreetMap"|"19.6617251"|"39.7424486"|"SRID=4326;POINT (19.6617251 39.7424486)"|""|""|"RESTAURANT"|"EAT/DRINK"|"Tria Adelphia"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/3c482bfd-03ca-38c8-8402-c90c28deec4f"|"3858"|"GET"|"19.918806734080434"|"39.62186056482825"|"SRID=4326;MULTIPOINT ((19.918806734080434 39.62186056482825))"|""|""|"ATM"|"BUSINESS"|"Alpha Bank - Πλ. Σαροκου; Alpha Bank - Sarokou Square"|""|"0"|""|""|"http://www.alpha.gr"|"Θεοτόκη Γεώργιου"|"71"|"49100"|""|""|""|""|""|""|""
"http://slipo.eu/id/poi/21f41487-2854-3f98-b0cf-03f73ae299a9"|"W330771265"|"OpenStreetMap"|"19.916478532504904"|"39.616869953881896"|"SRID=4326;MULTIPOLYGON (((19.9161219 39.6171792, 19.9167429 39.6171958, 19.9167617 39.6170061, 19.9168158 39.6170087, 19.9168529 39.6165768, 19.9161723 39.6165507, 19.9161219 39.6171792)))"|"255.54720017922597"|"3951.9741266557194"|"SCHOOL"|"EDUCATION"|"3o & 4o Γυμνάσιο Κέρκυρας"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/a5555855-e081-3850-a2ae-30f9d511b00b"|"N489968495"|"OpenStreetMap"|"19.8786011"|"39.786361"|"SRID=4326;POINT (19.8786011 39.786361)"|""|""|"VILLAGE"|"SETTLEMENTS"|"Λούτσες"|""|""|""|""|""|""|""|"49100"|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/bcb220fb-93bc-372d-8385-20dd8b86511b"|"N3703938684"|"OpenStreetMap"|"19.9329009"|"39.431957"|"SRID=4326;POINT (19.9329009 39.431957)"|""|""|"BAR"|"EAT/DRINK"|"Issos Beach"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/09ca23e2-0319-3c49-82d4-cd9afdd99224"|"3541"|"GET"|"19.904288251766115"|"39.610737229971186"|"SRID=4326;MULTIPOINT ((19.904288251766115 39.610737229971186))"|""|""|"Gas Stations"|"AUTOMOTIVE"|"BP; BP"|""|"0"|""|""|"http://www.bp.com"|""|"0"|""|""|""|""|""|""|""|""
"http://slipo.eu/id/poi/ba46c257-0990-3ce6-93bd-b3f3ccebe5e2"|"W471251913"|"OpenStreetMap"|"19.650544378694985"|"39.74687811279296"|"SRID=4326;MULTIPOLYGON (((19.6502121 39.7465923, 19.6504535 39.7469687, 19.6504711 39.7469621, 19.6505376 39.7470668, 19.6506343 39.7470305, 19.6506762 39.7470966, 19.6508241 39.7470412, 19.6508076 39.7470151, 19.6509134 39.7469756, 19.6508555 39.7468839, 19.650625 39.7469699, 19.6505716 39.7468852, 19.6505398 39.7468971, 19.6505023 39.7468903, 19.6505023 39.7468512, 19.6504714 39.7468393, 19.6504802 39.7468054, 19.6504223 39.7468239, 19.6503956 39.7467743, 19.6504581 39.7467544, 19.6504 39.7467411, 19.6504139 39.7467051, 19.6503874 39.7466916, 19.650394 39.7466695, 19.6503186 39.746552, 19.6502121 39.7465923)))"|"223.63319887620372"|"878.8151673942651"|"HOTEL"|"ACCOMMODATION"|"Thetis Palas"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/992efd72-6c03-33cf-a86a-12797a7999a4"|"N5100533735"|"OpenStreetMap"|"19.9207084"|"39.6233943"|"SRID=4326;POINT (19.9207084 39.6233943)"|""|""|"DEPARTMENTSTORE"|"SHOP"|"Optics"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/0c85d1f4-e369-342e-b576-b2d7f9f84310"|"N761130052"|"OpenStreetMap"|"19.8528793"|"39.5469849"|"SRID=4326;POINT (19.8528793 39.5469849)"|""|""|"RENTALCAR"|"TRANSPORT"|"Sinarades Travel"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/46b0aaf5-116c-3ce9-b73e-ecf8888bfb9d"|"N4357368351"|"OpenStreetMap"|"19.7068302"|"39.6728789"|"SRID=4326;POINT (19.7068302 39.6728789)"|""|""|"RESTAURANT"|"EAT/DRINK"|"Alipa"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/9b0c0fa0-28d1-373e-b8c3-3c768d370abf"|"1709"|"GET"|"19.88191449205997"|"39.63220311275253"|"SRID=4326;MULTIPOINT ((19.88191449205997 39.63220311275253))"|""|""|"Public Services"|"PUBLIC SERVICE"|"2nd TAX SERVICE OF CORFU; Β ΔΟΥ Κέρκυρας"|""|"0"|""|""|""|""|""|""|""|""|""|""|""|""|""
"http://slipo.eu/id/poi/6d0bcc3e-1716-3e05-8445-0f3c972e080f"|"N336246111"|"OpenStreetMap"|"19.837897"|"39.6800271"|"SRID=4326;POINT (19.837897 39.6800271)"|""|""|"VILLAGE"|"SETTLEMENTS"|"Corfa Palma Beach"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/1d60db98-363a-3205-a396-629088cae5cc"|"N4230489633"|"OpenStreetMap"|"19.8441619"|"39.6525467"|"SRID=4326;POINT (19.8441619 39.6525467)"|""|""|"RESTAURANT"|"EAT/DRINK"|"Roberto e Fei"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/32b5f5b4-c55c-39bf-8347-5b24aae22d4b"|"2394"|"GET"|"19.899915502789828"|"39.60978737835655"|"SRID=4326;MULTIPOINT ((19.899915502789828 39.60978737835655))"|""|""|"Super Market"|"SHOP"|"SUPER MARKET; Super Market"|""|"0"|""|""|""|""|""|""|""|""|""|""|""|""|""
"http://slipo.eu/id/poi/2236137e-8240-3dda-8b89-113c4665662f"|"W304600668"|"OpenStreetMap"|"19.915234356048455"|"39.62302451376522"|"SRID=4326;MULTIPOLYGON (((19.915158 39.6234598, 19.9158098 39.6230321, 19.915842 39.6227863, 19.914855 39.6227243, 19.9148335 39.6228854, 19.9145545 39.6229619, 19.915158 39.6234598)))"|"304.9289335631092"|"5255.798212535644"|"UNIVERSITY"|"EDUCATION"|"Τμήμα Ιστορίας Ιονίου Πανεπιστημίου"|""|""|""|""|""|"Ιωάννου Θεοτόκη"|"72"|""|"Κέρκυρα"|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/29e8fba8-a48a-3ccc-b155-6eb96265f6cf"|"2453"|"GET"|"19.926435399955537"|"39.61040587420612"|"SRID=4326;MULTIPOINT ((19.926435399955537 39.61040587420612))"|""|""|"Food"|"EAT/DRINK"|"Theotokis Family; Οικογένεια Θεοτόκη"|""|"2661045910"|""|"info@theotokis.com"|""|"Δάρη Αλκιβιάδη"|"69"|""|""|""|""|""|""|""|""
"http://slipo.eu/id/poi/df6757e9-d960-35ee-bb5c-1fa221076be2"|"2452"|"GET"|"19.92840270411966"|"39.62429913483332"|"SRID=4326;MULTIPOINT ((19.92840270411966 39.62429913483332))"|""|""|"Food"|"EAT/DRINK"|"Corfu Sailing Club; Εστιατόριο Ιστιοπλοϊκού Ομίλου"|""|"2661038763"|""|"corfusailingclub@yahoo.gr"|""|""|""|""|""|""|""|""|""|""|""
"http://slipo.eu/id/poi/f44041a2-e0cf-3607-a8da-44fbab1def86"|"N764418576"|"OpenStreetMap"|"19.8210585"|"39.5921907"|"SRID=4326;POINT (19.8210585 39.5921907)"|""|""|"RESTAURANT"|"EAT/DRINK"|"Jimmy's"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/fe8e1b2d-acb2-3fff-a92c-4136ce0424ed"|"N2919426991"|"OpenStreetMap"|"19.814692"|"39.7910085"|"SRID=4326;POINT (19.814692 39.7910085)"|""|""|"SHOES"|"SHOP"|"Sun's Daughter"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/9292caca-b163-3852-826b-7930fbb9a80c"|"1740"|"GET"|"19.920310635964995"|"39.78665330357801"|"SRID=4326;MULTIPOINT ((19.920310635964995 39.78665330357801))"|""|""|"Accommodation"|"ACCOMMODATION"|"Balaris Apartments; Balaris Apartments"|""|"2663081220"|"2663081108"|"info@balarisapartments.com"|"http://www.balarisapartments.com"|"Κασσιόπη"|""|"49081"|""|""|""|""|""|""|""
